seq.name,gene_symbol
ENST00000531618.1,ASCL3
ENST00000531678.1,TAS2R43
ENST00000531909.5,TMEM218
ENST00000531945.1,OR10S1
ENST00000531979.5,ZSCAN9
ENST00000532090.3,AP5B1
ENST00000532097.6,PSMD13
ENST00000532219.5,ANKHD1-EIF4EBP3
ENST00000532254.1,NPIPB6
ENST00000532287.6,IMMP1L
ENST00000532297.5,NXF1
ENST00000532404.6,USP50
ENST00000532411.2,OR56A5
ENST00000532414.3,MEX3A
ENST00000532462.5,PYGL
ENST00000532485.6,ACER3
ENST00000532498.7,TSPAN19
ENST00000532602.1,PCDHA9
ENST00000532620.5,TSGA10IP
ENST00000532622.7,GOLGA8F
ENST00000532692.1,SPA17
ENST00000532699.1,AP002884.2
ENST00000532798.3,CCDC179
ENST00000532828.7,ZNF585B
ENST00000532868.6,DGKZ
ENST00000532917.2,CD3G
ENST00000532942.5,AL035078.4
ENST00000532967.5,NT5C1B-RDH14
ENST00000532971.2,CSKMT
ENST00000533028.8,SLC35A3
ENST00000533050.6,FAM118B
ENST00000533122.3,TRIM64
ENST00000533152.3,OR8J1
ENST00000533211.5,SPTBN2
ENST00000533244.6,CCS
ENST00000533250.1,PRR23D1
ENST00000533256.5,EPS8L2
ENST00000533342.6,ANKRD42
ENST00000533448.1,CALCB
ENST00000533467.1,TAS2R46
ENST00000533473.1,EBLN2
ENST00000533490.6,ZAR1L
ENST00000533544.6,EIF1AD
ENST00000533551.5,PRKY
ENST00000533558.5,CYB5R2
ENST00000533601.6,RAB15
ENST00000533603.5,SERPINH1
ENST00000533608.6,EXT2
ENST00000533626.5,EIF3F
ENST00000533632.6,TRAPPC4
ENST00000533655.6,DDIAS
ENST00000533663.5,OVCH2
ENST00000533682.2,CLP1
ENST00000533683.7,SAMD1
ENST00000533716.2,AC084121.13
ENST00000533783.2,CSRP3
ENST00000533820.5,CAPN1
ENST00000533854.5,CACNG5
ENST00000533871.7,IGSF9B
ENST00000533895.5,SYBU
ENST00000533904.6,ACRV1
ENST00000534000.6,TPD52L1
ENST00000534025.6,TMEM9B
ENST00000534061.6,NAALAD2
ENST00000534064.6,INTS4
ENST00000534094.1,NPIPA5
ENST00000534127.5,ST5
ENST00000534261.3,SIGLEC5
ENST00000534312.5,AL049629.2
ENST00000534313.6,SIPA1
ENST00000534324.5,CYB5RL
ENST00000534327.5,ZSCAN5C
ENST00000534331.6,C10orf113
ENST00000534348.5,NEDD8-MDP1
ENST00000534355.6,SELENOH
ENST00000534420.1,AC110275.1
ENST00000534548.6,NCAPD3
ENST00000534624.6,HSPA8
ENST00000534854.6,YAF2
ENST00000534898.9,PRORP
ENST00000534921.2,NXPE1
ENST00000534941.2,C3orf33
ENST00000534961.5,RNF170
ENST00000534980.7,DDX6
ENST00000535214.6,PNMA5
ENST00000535286.5,TDRD3
ENST00000535342.7,CEP112
ENST00000535401.5,NNMT
ENST00000535420.5,ZBTB7B
ENST00000535431.1,AP000721.1
ENST00000535456.6,GLB1L2
ENST00000535490.2,CXorf49
ENST00000535540.1,KLRF2
ENST00000535601.5,HTATSF1
ENST00000535642.5,ZNF239
ENST00000535679.5,SULT6B1
ENST00000535759.1,TPRX1
ENST00000535844.1,AC048338.1
ENST00000535880.2,TRDV3
ENST00000535902.6,MANSC1
ENST00000535923.6,PHB2
ENST00000535977.5,RAB40C
ENST00000536163.6,DENND11
ENST00000536178.3,SH2B2
ENST00000536220.5,ZNF573
ENST00000536254.6,ZNF567
ENST00000536262.3,SLC5A8
ENST00000536324.4,SP7
ENST00000536354.3,TDO2
ENST00000536364.5,BTBD6
ENST00000536386.5,C2CD5
ENST00000536435.6,ZNF268
ENST00000536438.5,FKBP5
ENST00000536441.7,SESN3
ENST00000536459.6,ZNF324
ENST00000536493.1,AQP9
ENST00000536498.5,SEBOX
ENST00000536525.6,NAV3
ENST00000536534.6,PLD5
ENST00000536543.5,TMEM269
ENST00000536549.5,ASB8
ENST00000536551.5,STMND1
ENST00000536561.5,GCSAML
ENST00000536588.1,AC005832.4
ENST00000536621.5,MUC12
ENST00000536668.2,AC018630.2
ENST00000536681.8,FAR2
ENST00000536684.3,MTRNR2L8
ENST00000536736.5,LOXHD1
ENST00000536769.1,UBC
ENST00000536779.5,AL590560.2
ENST00000536814.1,ITPRIPL1
ENST00000536831.5,RRP12
ENST00000536937.5,ZNF83
ENST00000537031.5,WNT5B
ENST00000537040.6,RHBG
ENST00000537055.4,ZNF835
ENST00000537075.3,KCNS1
ENST00000537098.7,CMIP
ENST00000537107.5,ANKRD65
ENST00000537147.5,ACKR1
ENST00000537226.2,ZNF891
ENST00000537239.2,AL513165.2
ENST00000537309.1,STH
ENST00000537328.6,TMEM258
ENST00000537365.1,PLA2G7
ENST00000537384.6,PRKAR1B
ENST00000537425.2,ADIG
ENST00000537503.1,TAS2R14
ENST00000537505.6,RABEP1
ENST00000537592.6,SALL3
ENST00000537611.3,ASIC5
ENST00000537663.5,RNF182
ENST00000537672.6,KRT72
ENST00000537686.5,GGA3
ENST00000537690.7,CCDC175
ENST00000537763.5,RAB19
ENST00000537814.2,SLC35B2
ENST00000537858.2,TIFAB
ENST00000537894.5,FAM216B
ENST00000537909.4,CDH22
ENST00000537916.2,FZD3
ENST00000537935.1,OR52E8
ENST00000537971.5,TSPAN9
ENST00000537989.5,BACH2
ENST00000538173.1,EIF2S3B
ENST00000538197.6,CPEB2
ENST00000538255.5,CTSV
ENST00000538274.5,KIAA0513
ENST00000538312.5,TENT5D
ENST00000538320.5,MAFF
ENST00000538324.2,ABO
ENST00000538426.5,OTUB1
ENST00000538474.5,SLC34A3
ENST00000538487.6,GRM4
ENST00000538488.2,PRB3
ENST00000538490.2,FAM180B
ENST00000538603.6,FAM90A1
ENST00000538666.6,IL22
ENST00000538724.5,RERGL
ENST00000538735.5,SAP25
ENST00000538771.5,PAFAH1B3
ENST00000538780.1,FAM222A
ENST00000538862.6,CDCA3
ENST00000538922.7,CD19
ENST00000538936.6,PCYT2
ENST00000538962.7,PTGR1
ENST00000538976.5,DAAM2
ENST00000538986.1,TAS2R20
ENST00000539033.1,AC068775.1
ENST00000539067.5,CRX
ENST00000539111.7,POLG2
ENST00000539140.5,DRAM2
ENST00000539187.5,MLF2
ENST00000539247.5,ARMCX6
ENST00000539253.5,KLHDC8A
ENST00000539261.6,MGP
ENST00000539276.7,ATP2A2
ENST00000539300.5,KLRC4-KLRK1
ENST00000539306.5,ATP1B4
ENST00000539387.5,NDUFC1
ENST00000539393.5,IAPP
ENST00000539435.5,DLGAP1
ENST00000539479.6,MDM2
ENST00000539480.5,NDUFS7
ENST00000539517.7,NOVA1
ENST00000539556.6,FAM92B
ENST00000539585.1,TAS2R30
ENST00000539644.5,ZNF664
ENST00000539652.1,AC078927.1
ENST00000539664.3,TRIL
ENST00000539719.6,ZNF362
ENST00000539745.1,HIST4H4
ENST00000539798.1,KLHL35
ENST00000539842.5,PRSS2
ENST00000539867.6,TBC1D30
ENST00000539896.1,PTAFR
ENST00000539905.5,PDYN
ENST00000539909.6,ADK
ENST00000539966.5,STK24
ENST00000540010.1,TRAF1
ENST00000540040.2,MTRNR2L1
ENST00000540096.2,AC026786.1
ENST00000540163.5,RBM7
ENST00000540200.6,POLDIP2
ENST00000540229.1,AC011604.2
ENST00000540288.5,PLCB3
ENST00000540303.6,HPR
ENST00000540385.2,AL358075.4
ENST00000540393.6,RAP1GAP2
ENST00000540449.5,MXD1
ENST00000540461.2,OR6J1
ENST00000540479.5,CALML4
ENST00000540486.5,TRAPPC1
ENST00000540549.5,TET2
ENST00000540557.1,AL138752.2
ENST00000540585.1,NHLRC4
ENST00000540630.5,MYPN
ENST00000540651.5,ARF1
ENST00000540691.5,KXD1
ENST00000540732.3,AC011462.1
ENST00000540757.6,DYRK4
ENST00000540980.5,TBP
ENST00000541064.5,NPC2
ENST00000541091.5,GRIA3
ENST00000541107.5,FHL5
ENST00000541135.5,AP003108.2
ENST00000541158.6,TSHR
ENST00000541176.2,AL109827.1
ENST00000541204.5,RNF4
ENST00000541212.6,PSMD9
ENST00000541231.1,TIMM8B
ENST00000541323.1,PDGFRL
ENST00000541347.5,CX3CR1
ENST00000541412.5,TMEM14C
ENST00000541415.2,OR4Q2
ENST00000541421.2,SMLR1
ENST00000541477.5,ENO2
ENST00000541515.3,FMC1-LUC7L2
ENST00000541538.1,OR7G1
ENST00000541595.6,ZNF559-ZNF177
ENST00000541638.6,STOML1
ENST00000541639.5,KDM5D
ENST00000541640.5,PRKAB1
ENST00000541669.6,LDHC
ENST00000541714.7,TJP3
ENST00000541718.5,MPDZ
ENST00000541778.5,NOP2
ENST00000541790.3,HIST1H2BG
ENST00000541798.1,HSPB8
ENST00000541806.5,CLDN2
ENST00000541812.5,KLHL13
ENST00000541814.1,CLDN24
ENST00000541899.2,AP000812.4
ENST00000541913.5,SPATA22
ENST00000541961.5,DPP3
ENST00000541970.6,PDCD2
ENST00000542035.2,SENP8
ENST00000542155.5,GTDC1
ENST00000542196.2,OR13C2
ENST00000542198.3,C11orf97
ENST00000542218.1,TCF19
ENST00000542230.7,TMEM50B
ENST00000542236.5,BBS12
ENST00000542267.5,FBXL17
ENST00000542328.5,ABCB8
ENST00000542353.5,CLEC4C
ENST00000542354.1,TRAV1-1
ENST00000542433.1,OR10G2
ENST00000542437.1,CCDC166
ENST00000542440.5,SETD1B
ENST00000542447.6,CADM1
ENST00000542475.3,C17orf100
ENST00000542499.5,APOA5
ENST00000542507.5,YTHDF2
ENST00000542527.7,MOSMO
ENST00000542547.5,MAP3K8
ENST00000542575.6,SLC1A5
ENST00000542587.5,LPAR2
ENST00000542590.2,TBC1D10C
ENST00000542664.3,HTR2A
ENST00000542674.5,MAGEA8
ENST00000542678.5,ABCB9
ENST00000542735.2,DND1
ENST00000542739.2,CXorf49B
ENST00000542802.7,USP36
ENST00000542859.6,FRY
ENST00000542869.3,PTK6
ENST00000542910.1,KRTAP2-2
ENST00000543010.5,NLRP2
ENST00000543086.7,ERC1
ENST00000543095.7,HEATR5A
ENST00000543155.6,COPS7A
ENST00000543215.5,RGS13
ENST00000543226.2,TRAPPC2B
ENST00000543227.5,ZNF611
ENST00000543262.5,ME3
ENST00000543264.6,SHD
ENST00000543341.7,GTF2H3
ENST00000543351.5,VDAC2
ENST00000543440.7,POU2F3
ENST00000543473.2,SUDS3
ENST00000543494.1,AP003419.1
ENST00000543500.3,MTRNR2L3
ENST00000543571.6,LATS1
ENST00000543610.6,CCDC189
ENST00000543626.4,PRH1
ENST00000543753.5,KRTCAP3
ENST00000543774.6,KAT8
ENST00000543780.5,JCHAIN
ENST00000543796.6,RAN
ENST00000543802.2,ZNF124
ENST00000543818.5,LRTM2
ENST00000543831.5,HSD3B2
ENST00000543859.5,FCGR2C
ENST00000543872.6,SMG8
ENST00000543909.5,SLC2A14
ENST00000543915.6,IL4R
ENST00000543919.1,LTB4R2
ENST00000543927.6,SCO2
ENST00000543942.7,C12orf56
ENST00000544017.5,TIMM50
ENST00000544040.6,CHD4
ENST00000544216.7,LSM14A
ENST00000544301.7,VIM
ENST00000544303.1,CDY2B
ENST00000544347.1,AP002373.1
ENST00000544369.5,GPR17
ENST00000544374.2,OR5AP2
ENST00000544381.4,MDH1
ENST00000544440.7,MYCBP2
ENST00000544460.5,TDRD6
ENST00000544564.5,IST1
ENST00000544612.6,ANKRD49
ENST00000544665.9,ITGAM
ENST00000544708.2,PPIAL4D
ENST00000544814.6,SSUH2
ENST00000544822.2,KLRC1
ENST00000544824.2,MTRNR2L7
ENST00000544844.5,TRMT112
ENST00000544848.2,H2AFJ
ENST00000544916.6,PHC1
ENST00000544987.2,TCEANC
ENST00000545005.5,CCDC181
ENST00000545030.1,EGR4
ENST00000545074.5,PDHA1
ENST00000545075.3,MTRNR2L10
ENST00000545121.5,CEPT1
ENST00000545145.6,RBM19
ENST00000545221.2,OR4D2
ENST00000545279.6,SMAD5
ENST00000545314.5,AK4
ENST00000545336.5,CCDC91
ENST00000545377.5,ARHGEF28
ENST00000545383.5,MOV10L1
ENST00000545398.5,TRMT2B
ENST00000545495.5,DEDD
ENST00000545588.5,ZBED6
ENST00000545606.6,CAND1
ENST00000545614.1,AL049844.1
ENST00000545661.5,CARMIL2
ENST00000545712.7,MMAB
ENST00000545770.7,C3orf84
ENST00000545797.7,DAPK3
ENST00000545805.6,SLC25A14
ENST00000545871.1,RAI2
ENST00000545891.5,CCDC92
ENST00000545940.5,ANHX
ENST00000545950.2,KDM4F
ENST00000545968.6,MYBPC3
ENST00000545990.6,AKAP3
ENST00000546034.1,SLC29A2
ENST00000546139.5,GPR137
ENST00000546254.3,PRB1
ENST00000546333.1,AC069503.2
ENST00000546354.6,ERFE
ENST00000546361.7,CHERP
ENST00000546373.5,CPM
ENST00000546378.1,HOXC11
ENST00000546390.1,SMIM41
ENST00000546463.5,PCBP2
ENST00000546500.5,HNRNPA1
ENST00000546504.1,AC025165.3
ENST00000546591.6,RPL41
ENST00000546815.6,SART3
ENST00000546837.5,AC023055.1
ENST00000546840.3,AC002996.1
ENST00000546910.6,CLEC5A
ENST00000546954.2,TRIAP1
ENST00000547026.5,ZNF641
ENST00000547058.6,PRSS58
ENST00000547103.6,OTOGL
ENST00000547270.1,TAS2R38
ENST00000547302.3,RNASEK-C17orf49
ENST00000547315.6,CLBA1
ENST00000547338.5,RBFOX1
ENST00000547378.1,AL139353.1
ENST00000547379.6,SLC16A7
ENST00000547473.1,AC008770.1
ENST00000547525.6,WSCD2
ENST00000547530.7,BRF1
ENST00000547628.2,ZNF878
ENST00000547754.6,GAS2L3
ENST00000547776.6,ANKS1B
ENST00000547838.2,PHETA1
ENST00000547848.5,POTEG
ENST00000547889.6,POTEM
ENST00000547918.2,TRBV7-1
ENST00000548058.6,ACSS3
ENST00000548065.7,PRKAG1
ENST00000548125.5,TMEM263
ENST00000548184.1,AC137834.1
ENST00000548364.6,C12orf54
ENST00000548380.6,TEX49
ENST00000548493.5,PMEL
ENST00000548523.6,C19orf67
ENST00000548553.1,METTL7A
ENST00000548615.1,OR6C68
ENST00000548660.5,GLT8D2
ENST00000548729.5,POC1B-GALNT4
ENST00000548802.1,AC073612.1
ENST00000548804.5,DTX3
ENST00000548825.6,PRPF40B
ENST00000548861.2,AC034102.2
ENST00000548884.5,NR1H4
ENST00000548925.5,BLOC1S1
ENST00000549117.5,CD63
ENST00000549151.5,RAPGEF3
ENST00000549318.5,AC073896.1
ENST00000549396.5,PPFIA2
ENST00000549441.7,DNAJC22
ENST00000549446.5,KCNC2
ENST00000549518.6,SENP1
ENST00000549578.6,VPS29
ENST00000549621.5,RITA1
ENST00000549701.6,DNM1L
ENST00000549706.5,BEST2
ENST00000549736.5,RPH3A
ENST00000549793.5,AC012651.1
ENST00000549920.6,RPL18
ENST00000549982.5,MRPL42
ENST00000549987.1,CHURC1-FNTB
ENST00000550104.5,ATXN2
ENST00000550308.6,CYP4F12
ENST00000550345.6,PFKM
ENST00000550383.1,P2RX5-TAX1BP3
ENST00000550389.5,FRS2
ENST00000550412.5,AC009779.3
ENST00000550437.1,AC025263.2
ENST00000550697.5,MYL6
ENST00000550708.1,OR11H12
ENST00000550746.5,TBC1D15
ENST00000550765.6,FKBP11
ENST00000550804.6,CALCOCO1
ENST00000550831.7,TMEM116
ENST00000550948.1,SELPLG
ENST00000550983.1,NPIPB9
ENST00000551018.5,PFDN5
ENST00000551025.3,CASP8AP2
ENST00000551109.5,ZNF385A
ENST00000551171.6,RDH12
ENST00000551177.6,ASPG
ENST00000551295.7,CNTN1
ENST00000551312.6,AC124312.1
ENST00000551346.2,SPIC
ENST00000551404.6,MAPKAPK5
ENST00000551619.5,TAFA2
ENST00000551659.5,TMTC1
ENST00000551765.6,GATC
ENST00000551806.1,AL021546.1
ENST00000551812.5,BAZ2A
ENST00000551956.2,KRT4
ENST00000551964.5,APAF1
ENST00000552032.7,MYRFL
ENST00000552242.5,ATP5MC2
ENST00000552283.6,NUP37
ENST00000552360.4,INAFM1
ENST00000552551.5,KRT8
ENST00000552695.6,FICD
ENST00000552739.5,LETMD1
ENST00000552788.1,NWD1
ENST00000552810.6,CEP290
ENST00000552864.5,LIN7A
ENST00000552912.5,IFT81
ENST00000552951.7,C12orf45
ENST00000552995.5,CMKLR1
ENST00000553066.5,MYL6B
ENST00000553106.6,PAH
ENST00000553110.7,RPL36A
ENST00000553127.5,SPATS2
ENST00000553183.5,C12orf73
ENST00000553306.5,AL049779.1
ENST00000553380.1,ZFP37
ENST00000553443.5,TTC6
ENST00000553456.5,EMX2
ENST00000553458.6,ALDH6A1
ENST00000553483.3,SERPINA2
ENST00000553521.5,SRSF5
ENST00000553530.5,RGS6
ENST00000553532.6,TIMELESS
ENST00000553612.6,GTF2A1
ENST00000553645.7,DNAL1
ENST00000553700.5,HECTD1
ENST00000553765.2,OR11H7
ENST00000553780.5,SERPINA5
ENST00000553781.5,BCL2L2-PABPN1
ENST00000553795.6,OR13A1
ENST00000553811.1,AL355102.2
ENST00000553851.3,PRAF2
ENST00000553888.5,VIPAS39
ENST00000553909.1,AL163636.2
ENST00000553947.1,AL049839.2
ENST00000554012.5,TCL1A
ENST00000554015.5,ZBTB1
ENST00000554048.2,DUXA
ENST00000554311.1,BDKRB2
ENST00000554659.6,VTI1B
ENST00000554684.5,PPP4R3A
ENST00000554880.5,ATP5MPL
ENST00000554922.5,EML5
ENST00000555003.5,IL11RA
ENST00000555004.2,C14orf132
ENST00000555019.6,ASB2
ENST00000555028.5,LIN52
ENST00000555044.5,ZNF410
ENST00000555059.2,AC002094.3
ENST00000555074.1,AL132780.3
ENST00000555095.5,SERPINA4
ENST00000555099.1,OR4C13
ENST00000555265.6,CEP128
ENST00000555283.1,AL163195.3
ENST00000555309.5,HNRNPC
ENST00000555353.5,FOXN3
ENST00000555414.5,APEX1
ENST00000555447.5,STON2
ENST00000555523.6,IFI27L1
ENST00000555531.1,AC018523.2
ENST00000555567.6,PGF
ENST00000555633.2,RAX2
ENST00000555661.5,PTGR2
ENST00000555694.5,ACYP1
ENST00000555702.5,SLC7A7
ENST00000555805.5,HSD17B6
ENST00000555818.5,SIPA1L1
ENST00000555835.3,RNASE4
ENST00000555868.2,TMEM30B
ENST00000555938.1,AC011448.1
ENST00000555993.6,MAP3K9
ENST00000556126.2,SMIM6
ENST00000556143.6,ZFYVE1
ENST00000556155.5,STAT6
ENST00000556230.2,RPS29
ENST00000556278.1,AL162231.3
ENST00000556347.1,AL355916.3
ENST00000556440.7,CEP95
ENST00000556489.3,PROX2
ENST00000556492.6,NAA30
ENST00000556509.5,DPF3
ENST00000556526.1,RNASE12
ENST00000556529.4,MAP1LC3B2
ENST00000556551.2,AC005520.1
ENST00000556564.6,PTPN21
ENST00000556573.6,TMEM179
ENST00000556816.6,ISCA2
ENST00000556826.6,SLC35F4
ENST00000556883.1,MOAP1
ENST00000556922.1,AC092143.1
ENST00000556994.5,SRP54
ENST00000557006.5,TMEM229B
ENST00000557010.5,DIO2
ENST00000557016.6,ERH
ENST00000557068.5,RNASE9
ENST00000557168.1,TRAV30
ENST00000557284.6,FPGT-TNNI3K
ENST00000557342.5,SLIRP
ENST00000557395.5,AL133352.1
ENST00000557565.1,AL121594.1
ENST00000557574.1,AL110118.2
ENST00000557597.5,NUMB
ENST00000557640.2,RD3L
ENST00000557649.5,C14orf180
ENST00000557677.3,OR4N2
ENST00000557752.1,AC007375.2
ENST00000557788.2,IGHV4OR15-8
ENST00000557943.6,ETFA
ENST00000558012.6,PSTPIP1
ENST00000558017.5,GDPGP1
ENST00000558026.1,IGKV2D-28
ENST00000558152.2,IGKV1-33
ENST00000558195.2,UBE2Q2L
ENST00000558325.2,AL136295.3
ENST00000558468.2,AL136295.5
ENST00000558480.6,RASGRF1
ENST00000558518.5,LDLR
ENST00000558530.1,TGIF2-RAB5IF
ENST00000558565.2,IGHV3OR15-7
ENST00000558583.3,SHISA9
ENST00000558663.5,TTC23
ENST00000558939.5,TLE3
ENST00000559000.6,AC090517.4
ENST00000559089.5,UBAP1L
ENST00000559228.6,MINDY2
ENST00000559234.5,ZHX3
ENST00000559313.5,CCDC9B
ENST00000559390.5,TRIM69
ENST00000559435.1,BUB1B-PAK6
ENST00000559447.6,RFX7
ENST00000559450.5,CERS4
ENST00000559485.2,RGPD1
ENST00000559488.5,ITGB3
ENST00000559717.6,MAN2A2
ENST00000559844.6,SNX1
ENST00000560045.1,IGKV2D-40
ENST00000560079.7,ZNF592
ENST00000560104.2,BLID
ENST00000560371.5,TRAF3
ENST00000560601.3,ACAN
ENST00000560626.6,PEAK1
ENST00000560629.1,AC068234.1
ENST00000560741.5,ISG20
ENST00000560778.3,CTXND1
ENST00000560846.1,BAHD1
ENST00000560869.5,TNFAIP2
ENST00000561028.5,NRL
ENST00000561069.5,APBA2
ENST00000561100.1,GPR176
ENST00000561208.6,MEIS2
ENST00000561293.5,MEIS3
ENST00000561311.5,TLN2
ENST00000561312.5,MESD
ENST00000561419.1,AL136295.4
ENST00000561509.2,TP53TG3C
ENST00000561573.1,AC091167.2
ENST00000561686.5,LINGO1
ENST00000561728.1,AC010542.3
ENST00000561754.3,TLE7
ENST00000561796.5,BEAN1
ENST00000561878.2,TMEM170A
ENST00000561882.1,AL845331.2
ENST00000561890.1,MUC22
ENST00000561908.1,AC010547.4
ENST00000561981.3,FRRS1L
ENST00000562103.2,ZNF598
ENST00000562196.5,ANKRD20A1
ENST00000562197.3,TPBGL
ENST00000562221.1,AL512428.1
ENST00000562285.1,AC120114.4
ENST00000562295.1,GOLGA8S
ENST00000562435.6,NETO2
ENST00000562505.1,LY6L
ENST00000562520.1,ZNF423
ENST00000562532.3,XKR7
ENST00000562767.2,AC107871.1
ENST00000562771.1,AC090360.1
ENST00000562783.1,GOLGA8Q
ENST00000562787.6,CENPT
ENST00000562833.2,AC245033.1
ENST00000562855.7,SLC22A31
ENST00000562905.2,IGHV3OR16-13
ENST00000562949.1,AC026464.6
ENST00000562955.2,SZT2
ENST00000563027.1,GOLGA8M
ENST00000563060.6,ALDOA
ENST00000563197.6,INO80E
ENST00000563237.3,SPDYE6
ENST00000563281.2,RBM15B
ENST00000563290.6,SCAPER
ENST00000563383.1,CX3CL1
ENST00000563480.6,SNAPC5
ENST00000563496.2,TCF24
ENST00000563588.6,PHKG2
ENST00000563594.5,DEF8
ENST00000563634.1,AC026464.3
ENST00000563694.6,CNTROB
ENST00000563710.6,C13orf42
ENST00000563788.5,YPEL3
ENST00000563887.1,AL035425.2
ENST00000563924.6,PECAM1
ENST00000564065.5,DNASE1L2
ENST00000564079.5,TUBGCP4
ENST00000564080.1,AC090527.2
ENST00000564088.5,MLST8
ENST00000564138.6,PLCG2
ENST00000564146.3,MKRN2OS
ENST00000564377.6,PRICKLE2
ENST00000564536.2,AC092718.3
ENST00000564543.1,AC093525.2
ENST00000564719.2,MINAR2
ENST00000564737.1,AC026464.1
ENST00000564754.6,ZNF106
ENST00000564763.1,AL049634.2
ENST00000564831.6,APOBR
ENST00000564979.5,DOC2A
ENST00000564996.6,KLHL36
ENST00000565079.5,MEAK7
ENST00000565308.2,HNRNPA1P48
ENST00000565365.1,TMEM249
ENST00000565407.2,IGHV3OR16-8
ENST00000565422.1,ANKRD66
ENST00000565468.6,TMEM178B
ENST00000565469.4,ARMH2
ENST00000565488.6,SLC25A24
ENST00000565624.2,ZNF469
ENST00000565659.2,HSPB9
ENST00000565886.1,TGFBR3L
ENST00000565914.5,CMC2
ENST00000566029.5,CHD9
ENST00000566157.6,OGFOD1
ENST00000566228.6,SNX29
ENST00000566339.6,SPSB3
ENST00000566423.5,ARPP19
ENST00000566501.5,EIF3C
ENST00000566594.1,AC009163.5
ENST00000566621.6,C15orf41
ENST00000566740.1,GOLGA8H
ENST00000566780.6,WWOX
ENST00000566855.4,TEX46
ENST00000567020.6,TBC1D24
ENST00000567078.2,AC138811.2
ENST00000567119.1,CEMP1
ENST00000567134.5,SNUPN
ENST00000567180.3,SCX
ENST00000567252.2,MDFIC2
ENST00000567390.6,GOLGA6L7
ENST00000567458.2,IGHV2OR16-5
ENST00000567670.5,SLC19A1
ENST00000567695.6,CDIP1
ENST00000567759.5,TAF1C
ENST00000567887.5,MACF1
ENST00000567927.1,GOLGA8J
ENST00000567955.3,KCNJ18
ENST00000567970.1,C16orf95
ENST00000568000.6,KCTD13
ENST00000568028.1,ZNF747
ENST00000568222.5,AC140504.1
ENST00000568223.7,METRN
ENST00000568305.5,ASIP
ENST00000568344.5,SYT16
ENST00000568449.6,EME2
ENST00000568479.2,PDK3
ENST00000568484.6,TEX51
ENST00000568546.6,TBL3
ENST00000568584.5,TUBB8
ENST00000568606.5,SQOR
ENST00000568638.1,WFDC1
ENST00000568641.1,AC055839.2
ENST00000568665.1,AL929554.1
ENST00000568879.1,AC010531.1
ENST00000568909.5,ADGRG1
ENST00000568954.5,PHLPP2
ENST00000568956.1,ZNF865
ENST00000569052.1,GOLGA8T
ENST00000569055.2,TBC1D3G
ENST00000569103.2,AC136428.1
ENST00000569170.5,AC020636.2
ENST00000569188.6,HAS3
ENST00000569241.5,DUX4
ENST00000569275.1,SERTM2
ENST00000569317.1,AC093525.1
ENST00000569360.1,AC002310.4
ENST00000569418.5,CYLD
ENST00000569430.6,CLN3
ENST00000569446.3,SCRT1
ENST00000569529.6,ANTKMT
ENST00000569547.1,AC009690.3
ENST00000569591.3,MRC1
ENST00000569622.5,BOLA2-SMG1P6
ENST00000569669.6,BOP1
ENST00000569673.2,INSYN1
ENST00000569691.2,C15orf65
ENST00000569714.6,RNF151
ENST00000569795.6,PARP6
ENST00000569961.5,CCDC187
ENST00000570010.6,ZFP1
ENST00000570054.3,AC026464.4
ENST00000570121.2,IGHV3OR16-12
ENST00000570137.7,CDYL2
ENST00000570156.6,OBSCN
ENST00000570495.5,ZFP90
ENST00000570628.6,CLUH
ENST00000570682.1,GPR139
ENST00000570689.5,UMOD
ENST00000570702.5,PRSS33
ENST00000570760.2,AC120057.2
ENST00000570836.5,ALOX15
ENST00000570896.5,TNK1
ENST00000571133.6,RSL1D1
ENST00000571224.5,PDE6G
ENST00000571244.3,MMP12
ENST00000571252.3,PCDHGA4
ENST00000571570.5,ANAPC11
ENST00000571589.5,MRTFB
ENST00000571730.1,AC139530.2
ENST00000571766.2,OR1P1
ENST00000571816.5,RNF167
ENST00000571838.1,CCER2
ENST00000571841.1,AC005670.2
ENST00000571995.6,RAB40B
ENST00000572173.1,RMI2
ENST00000572195.3,OVCA2
ENST00000572272.6,NLRP1
ENST00000572316.5,MYL4
ENST00000572447.6,PIMREG
ENST00000572449.6,BICDL2
ENST00000572467.5,CORO7-PAM16
ENST00000572493.2,AC087498.1
ENST00000572681.6,CIC
ENST00000572705.1,TRPV1
ENST00000572919.1,AC027796.3
ENST00000572933.5,DNAH2
ENST00000573034.7,SRGAP2
ENST00000573035.5,GTF2I
ENST00000573070.5,PLSCR3
ENST00000573100.1,SMIM28
ENST00000573224.2,GOSR2
ENST00000573283.7,ACTG1
ENST00000573315.2,LINC00514
ENST00000573331.5,TMEM256-PLSCR3
ENST00000573382.3,MYMX
ENST00000573493.1,AC040162.1
ENST00000573521.1,PCDHGA9
ENST00000573584.6,NUP88
ENST00000573600.5,CTDNEP1
ENST00000573619.1,AC007846.2
ENST00000573621.1,AC104581.2
ENST00000573854.6,ACSM2A
ENST00000573882.5,CARD14
ENST00000574002.1,ZP2
ENST00000574081.6,SCIMP
ENST00000574154.5,GGT6
ENST00000574367.5,ANKFY1
ENST00000574481.6,CTRL
ENST00000574538.2,METTL4
ENST00000574590.6,KANSL1
ENST00000574641.2,OCLM
ENST00000574733.5,NMRAL1
ENST00000574788.5,USP6
ENST00000574814.2,C19orf84
ENST00000574882.5,TSPAN10
