seq.name,gene_symbol
ENST00000309446.11,KLF7
ENST00000309447.6,NWD2
ENST00000309451.7,MZT2A
ENST00000309469.9,ATG4D
ENST00000309502.7,ADORA1
ENST00000309522.7,HADH
ENST00000309539.8,OLR1
ENST00000309546.8,LIME1
ENST00000309558.8,SUSD5
ENST00000309562.3,OR4B1
ENST00000309575.5,CHST2
ENST00000309594.5,MRPL57
ENST00000309602.5,LRFN4
ENST00000309623.1,OR1L1
ENST00000309649.7,RNF146
ENST00000309657.8,RCE1
ENST00000309660.10,PTPN2
ENST00000309664.10,LMAN1L
ENST00000309668.3,INHBC
ENST00000309675.2,OR10P1
ENST00000309680.4,KRT2
ENST00000309683.11,ZNF680
ENST00000309731.12,GRAMD2A
ENST00000309733.6,FAM241A
ENST00000309739.6,RND1
ENST00000309755.9,KLHL3
ENST00000309758.6,HSPA6
ENST00000309765.4,TOPAZ1
ENST00000309777.10,TMEM234
ENST00000309784.9,TRIM59
ENST00000309794.16,NARF
ENST00000309822.7,UTP23
ENST00000309834.8,HSFY1
ENST00000309851.10,GSTM1
ENST00000309859.8,GGA2
ENST00000309863.10,GCC2
ENST00000309868.11,ABLIM3
ENST00000309880.6,TIGD3
ENST00000309889.2,TCAP
ENST00000309894.6,CSHL1
ENST00000309922.7,TRMT10C
ENST00000309926.4,GPR148
ENST00000309931.3,DAW1
ENST00000309950.7,DAPL1
ENST00000309951.8,ACO1
ENST00000309955.8,CFLAR
ENST00000309957.2,NAXD
ENST00000309971.8,GLE1
ENST00000309979.11,NDST2
ENST00000309982.10,BAALC
ENST00000309983.5,TPMT
ENST00000309988.9,MAL
ENST00000309993.3,MSL2
ENST00000310015.11,SP3
ENST00000310018.7,ATP6V0A4
ENST00000310032.12,TSPAN17
ENST00000310045.8,DSEL
ENST00000310046.9,RBM4B
ENST00000310053.10,HLTF
ENST00000310054.9,CYP2S1
ENST00000310074.8,TADA2B
ENST00000310078.12,AGFG1
ENST00000310085.6,CCDC96
ENST00000310092.11,RBM4
ENST00000310109.5,LIPT2
ENST00000310118.9,PSMD2
ENST00000310123.8,LGI4
ENST00000310125.5,TFDP3
ENST00000310127.10,ATP8B3
ENST00000310128.8,KCNE3
ENST00000310137.4,RBM14
ENST00000310144.11,PSMC5
ENST00000310157.7,KLK6
ENST00000310160.7,FUT1
ENST00000310164.3,ZCCHC12
ENST00000310169.3,CHRNA9
ENST00000310193.4,CYP7B1
ENST00000310194.1,OR8S1
ENST00000310227.3,INSM1
ENST00000310232.11,CCDC13
ENST00000310248.3,OR10AD1
ENST00000310256.7,ARV1
ENST00000310298.8,PDE8A
ENST00000310300.11,LRCH4
ENST00000310301.9,VPS41
ENST00000310325.10,CTSF
ENST00000310331.3,EIF4EBP3
ENST00000310340.9,PIGG
ENST00000310343.13,ARHGAP32
ENST00000310346.8,TBX5
ENST00000310357.7,GPRC6A
ENST00000310373.7,GP6
ENST00000310380.11,XXYLT1
ENST00000310389.6,ARL10
ENST00000310392.5,METTL18
ENST00000310396.10,CPED1
ENST00000310397.13,SNED1
ENST00000310398.7,AGR3
ENST00000310418.8,CLTB
ENST00000310421.5,VCPIP1
ENST00000310430.11,TNKS
ENST00000310441.12,HCFC1
ENST00000310442.5,ZDHHC24
ENST00000310447.10,CASP2
ENST00000310454.10,GPD2
ENST00000310455.4,PPP1R3B
ENST00000310463.10,CCDC74B
ENST00000310496.9,RFNG
ENST00000310512.4,MEPCE
ENST00000310521.6,SPERT
ENST00000310528.8,SUGT1
ENST00000310544.8,PHOSPHO1
ENST00000310546.3,SPSB4
ENST00000310571.7,PAAF1
ENST00000310574.8,SLC5A6
ENST00000310581.9,TERT
ENST00000310597.6,ZNHIT2
ENST00000310604.8,DCAKD
ENST00000310613.8,SULT1B1
ENST00000310614.12,MRPL48
ENST00000310624.7,NEFH
ENST00000310638.9,CYP4A11
ENST00000310653.10,RAB6A
ENST00000310673.4,SPESP1
ENST00000310677.8,ADCY4
ENST00000310682.6,SETD6
ENST00000310715.7,CFAP70
ENST00000310754.5,TRAM1L1
ENST00000310758.8,ELMO1
ENST00000310786.10,CD164
ENST00000310791.4,REP15
ENST00000310803.10,RASGRP1
ENST00000310806.9,MIS18BP1
ENST00000310823.8,ADAM17
ENST00000310826.10,ZBTB21
ENST00000310833.12,CD34
ENST00000310836.11,UGT8
ENST00000310842.8,POMZP3
ENST00000310850.9,DTD2
ENST00000310864.11,IQCB1
ENST00000310914.10,IQCF1
ENST00000310924.7,TBC1D16
ENST00000310926.10,SLCO2A1
ENST00000310931.9,HDLBP
ENST00000310942.9,CBX2
ENST00000310954.7,SLCO4C1
ENST00000310955.11,CDC20
ENST00000310958.10,CCPG1
ENST00000310961.9,LRRC7
ENST00000310981.6,SFT2D3
ENST00000310991.8,TMEM52
ENST00000310999.11,MRPL11
ENST00000311008.16,SPNS1
ENST00000311014.11,DNAI2
ENST00000311015.7,ZNF738
ENST00000311027.9,MADD
ENST00000311034.7,NPAS4
ENST00000311044.8,ZNF497
ENST00000311048.11,ZNF431
ENST00000311051.7,APBB1
ENST00000311083.10,CSRP2
ENST00000311085.8,DMXL1
ENST00000311086.9,BOD1
ENST00000311104.2,GPR151
ENST00000311106.8,PCSK1
ENST00000311111.11,RPL38
ENST00000311117.8,KMT2E
ENST00000311127.9,HEG1
ENST00000311128.10,DENND6A
ENST00000311129.9,PPP2R1B
ENST00000311131.6,P2RY2
ENST00000311141.6,ZFYVE21
ENST00000311148.9,ACOT1
ENST00000311151.9,DPYSL2
ENST00000311160.14,TNS3
ENST00000311170.5,VN1R4
ENST00000311177.7,HOXB9
ENST00000311180.9,PDE12
ENST00000311181.5,B4GAT1
ENST00000311189.8,HRAS
ENST00000311208.13,KRT17
ENST00000311227.6,TEAD2
ENST00000311234.9,INTS6
ENST00000311268.8,GPR162
ENST00000311269.10,MARCH10
ENST00000311277.9,MAP9
ENST00000311303.7,ABCC12
ENST00000311308.6,TTC9B
ENST00000311320.9,RIN1
ENST00000311330.4,CD248
ENST00000311331.12,ZNF624
ENST00000311351.9,LSM1
ENST00000311352.2,OR52W1
ENST00000311378.5,WFIKKN2
ENST00000311381.8,MTRES1
ENST00000311403.4,ZBTB4
ENST00000311413.5,RNF26
ENST00000311417.7,ZMAT3
ENST00000311437.11,ZNF490
ENST00000311445.7,CNIH2
ENST00000311450.9,PLAC8L1
ENST00000311459.12,DMAC2L
ENST00000311469.9,COQ2
ENST00000311481.11,RAB1B
ENST00000311487.9,HMGA1
ENST00000311502.12,RABL6
ENST00000311506.9,METTL2A
ENST00000311528.9,RPL13
ENST00000311549.10,RPL21
ENST00000311550.10,GABRB3
ENST00000311575.6,FGFBP3
ENST00000311597.9,MLC1
ENST00000311601.6,SH3PXD2B
ENST00000311604.7,LSP1
ENST00000311620.7,ANKS4B
ENST00000311623.8,ODAPH
ENST00000311630.7,FBXO45
ENST00000311635.12,FBXO31
ENST00000311638.7,THAP6
ENST00000311659.5,UBQLN3
ENST00000311669.12,ADPGK
ENST00000311672.10,UQCRH
ENST00000311737.12,PRSS1
ENST00000311755.5,HIGD2B
ENST00000311764.3,ZNF408
ENST00000311765.4,PDP2
ENST00000311772.10,PPP1R8
ENST00000311787.5,FAM170B
ENST00000311798.5,SSX5
ENST00000311806.8,OXSR1
ENST00000311812.7,SNX31
ENST00000311813.10,AQP1
ENST00000311832.5,COMMD1
ENST00000311852.11,MMP14
ENST00000311856.9,SLC22A13
ENST00000311862.10,PRG2
ENST00000311890.13,HSPB7
ENST00000311893.13,ISCU
ENST00000311895.7,ERCC4
ENST00000311907.9,F2
ENST00000311912.5,TLR8
ENST00000311916.8,TWNK
ENST00000311921.8,ZNF507
ENST00000311922.4,TRIB1
ENST00000311923.1,MOS
ENST00000311925.7,CCL19
ENST00000311946.7,NIPAL4
ENST00000311955.4,ABRA
ENST00000311956.9,ARHGAP1
ENST00000311966.9,GLS2
ENST00000312006.5,GAL3ST3
ENST00000312015.6,GOLGA6L2
ENST00000312026.6,ZNF417
ENST00000312046.10,OXR1
ENST00000312049.10,MEN1
ENST00000312053.9,ADGRE1
ENST00000312060.9,CTU2
ENST00000312106.6,CATSPER1
ENST00000312108.11,CPT1B
ENST00000312134.3,CST6
ENST00000312150.5,KRT25
ENST00000312165.5,NLRP6
ENST00000312184.6,TMEM70
ENST00000312233.4,GLIS1
ENST00000312239.10,HP1BP3
ENST00000312251.8,NAGPA
ENST00000312280.9,PMP22
ENST00000312292.6,C9orf131
ENST00000312293.9,FOLR1
ENST00000312295.5,RTP1
ENST00000312298.1,OR5J2
ENST00000312345.4,OR10AG1
ENST00000312349.5,FNDC9
ENST00000312350.9,KCNK10
ENST00000312358.12,SPEG
ENST00000312371.8,AMZ1
ENST00000312377.10,RACGAP1
ENST00000312397.10,SART1
ENST00000312403.9,PGA5
ENST00000312419.8,POLD4
ENST00000312423.3,SWSAP1
ENST00000312428.11,DNAH7
ENST00000312431.10,DST
ENST00000312438.8,CLCF1
ENST00000312442.2,GLIPR1L1
ENST00000312457.2,GPR152
ENST00000312465.11,FGF5
ENST00000312475.5,MRPL46
ENST00000312492.2,HOXC5
ENST00000312504.10,VWC2L
ENST00000312511.4,PRM1
ENST00000312515.7,DRAP1
ENST00000312521.9,NR1D2
ENST00000312527.9,B3GAT1
ENST00000312541.10,BTN2A1
ENST00000312547.7,CHMP2A
ENST00000312553.9,PODN
ENST00000312561.9,RESF1
ENST00000312562.7,FOSL1
ENST00000312579.4,CCDC85B
ENST00000312584.4,TNFRSF10D
ENST00000312600.4,PABPC5
ENST00000312629.10,RPS6KB2
ENST00000312637.5,FAM174A
ENST00000312648.8,CD7
ENST00000312655.9,YPEL2
ENST00000312693.4,TNP2
ENST00000312719.9,HS3ST5
ENST00000312814.11,TMEM168
ENST00000312828.4,RNF152
ENST00000312838.9,RNF166
ENST00000312849.4,LSMEM1
ENST00000312891.3,GJC3
ENST00000312916.12,AGGF1
ENST00000312938.5,ZBTB11
ENST00000312942.2,KCNRG
ENST00000312960.4,SIAH2
ENST00000312988.9,TUBA3E
ENST00000313005.10,BACE1
ENST00000313010.8,PRCP
ENST00000313028.12,PARP10
ENST00000313050.11,SEC16A
ENST00000313056.10,OGFOD3
ENST00000313071.7,FOXG1
ENST00000313080.8,RHBDF2
ENST00000313093.6,ARHGAP45
ENST00000313117.11,SRSF7
ENST00000313135.3,UTS2R
ENST00000313143.9,DVL3
ENST00000313146.10,ISG20L2
ENST00000313164.10,C7
ENST00000313173.6,HOXD8
ENST00000313182.6,INTS14
ENST00000313213.5,PFN4
ENST00000313221.8,FBXL13
ENST00000313236.10,TMEM25
ENST00000313250.10,DHRS4
ENST00000313253.1,OR4D11
ENST00000313264.6,OR5T2
ENST00000313285.12,TRIP10
ENST00000313324.9,FAM220A
ENST00000313334.13,BTF3L4
ENST00000313341.4,NEUROG2
ENST00000313349.3,SERTAD2
ENST00000313367.7,OSBPL3
ENST00000313368.8,TAF7
ENST00000313375.8,MLXIPL
ENST00000313401.4,CDK5R1
ENST00000313421.11,CD6
ENST00000313447.1,OR8K5
ENST00000313468.10,NDUFS8
ENST00000313472.3,OR8H3
ENST00000313486.12,PITPNA
ENST00000313511.8,TUFM
ENST00000313519.9,SUV39H2
ENST00000313525.4,DNAJC25
ENST00000313543.5,GIMAP7
ENST00000313546.8,POC1B
ENST00000313552.10,ING5
ENST00000313565.10,ZNF821
ENST00000313578.4,AQP11
ENST00000313582.6,NFKBIB
ENST00000313597.9,GMPPA
ENST00000313599.7,CD163L1
ENST00000313601.11,GNAI2
ENST00000313608.13,MRPS23
ENST00000313624.11,EPSTI1
ENST00000313654.13,LAMA3
ENST00000313655.5,DSCC1
ENST00000313663.11,C2CD3
ENST00000313669.12,COL26A1
ENST00000313683.15,PNMA8A
ENST00000313695.11,ARHGEF2
ENST00000313708.11,EBF1
ENST00000313732.8,ZDHHC7
ENST00000313733.8,OSBPL2
ENST00000313735.11,NOS2
ENST00000313766.6,FAM20C
ENST00000313777.9,FUZ
ENST00000313778.9,DALRD3
ENST00000313806.9,RCAN1
ENST00000313833.5,FBXO34
ENST00000313835.14,GPR89A
ENST00000313843.8,STX4
ENST00000313860.11,LIMCH1
ENST00000313871.9,AKAP17A,
ENST00000313899.12,HNRNPD
ENST00000313961.10,RGS5
ENST00000313965.4,TEX44
ENST00000314011.9,ZNF436
ENST00000314028.10,CSNK1D
ENST00000314032.9,UCP3
ENST00000314067.10,IFT43
ENST00000314099.10,CTAGE9
ENST00000314103.6,CHAF1B
ENST00000314117.8,RELL1
ENST00000314128.9,STAT2
ENST00000314133.4,COX8A
ENST00000314134.3,SLC35C1
ENST00000314138.11,RPL27A
ENST00000314144.10,CCT6B
ENST00000314163.12,GPR89B
ENST00000314167.9,GAK
ENST00000314191.6,PRKDC
ENST00000314222.5,PHLDA2
ENST00000314228.9,ZNF575
ENST00000314235.9,KCNMB3
ENST00000314251.8,SLC2A2
ENST00000314254.3,MRGPRX4
ENST00000314256.12,TMEM94
ENST00000314259.5,OR4C6
ENST00000314265.3,DEFB104A
ENST00000314276.7,TNS2
ENST00000314332.5,HIST1H2BC
ENST00000314340.10,AGTRAP
ENST00000314355.7,CKS2
ENST00000314357.3,DEFB103A
ENST00000314358.10,KDM3B
ENST00000314391.3,C19orf18
ENST00000314392.12,DPM2
ENST00000314393.6,ZHX2
ENST00000314400.10,NEPRO
ENST00000314412.6,FUT7
ENST00000314423.12,UTP4
ENST00000314425.9,ZMYM3
ENST00000314446.9,LILRB2
ENST00000314471.10,SAMD4B
ENST00000314499.11,CSRNP3
ENST00000314520.6,MKRN3
ENST00000314529.10,ZNF620
ENST00000314531.5,ZNF77
ENST00000314537.9,CRHR1
ENST00000314565.9,BORCS5
ENST00000314567.8,CDPF1
ENST00000314583.8,HCLS1
ENST00000314586.11,EXOC3L1
ENST00000314606.9,FARSA
ENST00000314607.11,ZMYM4
ENST00000314616.11,SUPT6H
ENST00000314622.9,NSUN3
ENST00000314636.2,DHFR2
ENST00000314641.10,BVES
ENST00000314644.2,OR4C15
ENST00000314666.11,PFAS
ENST00000314669.9,SLC13A2
ENST00000314673.8,SNX14
ENST00000314706.3,OR4A15
ENST00000314721.4,OR4A16
ENST00000314728.9,EPN2
ENST00000314737.9,ARHGAP33
ENST00000314742.13,LINS1
ENST00000314744.6,NEUROG1
ENST00000314759.6,SKA3
ENST00000314761.9,WDR75
ENST00000314797.10,COPG1
ENST00000314845.7,AMBRA1
ENST00000314852.2,IMP3
ENST00000314888.10,TLN1
ENST00000314890.3,ANXA2R
ENST00000314891.11,LPCAT4
ENST00000314915.6,BDNF
ENST00000314933.6,C1QB
ENST00000314940.7,HNRNPA0
ENST00000314980.5,LGALS7B
ENST00000314992.9,EXD1
ENST00000314994.5,CENPBD1
ENST00000315005.8,DBF4B
ENST00000315033.5,GPR88
ENST00000315050.11,TNIP1
ENST00000315073.10,TRIM41
ENST00000315082.9,RHOT2
ENST00000315087.11,ST8SIA5
ENST00000315099.3,STX19
ENST00000315127.9,EDC3
ENST00000315144.14,FLAD1
ENST00000315184.9,FAM71F1
ENST00000315190.4,SERTM1
ENST00000315212.4,RNASEH1
ENST00000315238.3,CALML3
ENST00000315249.11,RFFL
ENST00000315251.11,CHDH
ENST00000315274.7,MMP1
ENST00000315285.8,SPAST
ENST00000315286.13,CCDC43
ENST00000315322.10,IFT22
ENST00000315323.5,FZD2
ENST00000315330.8,CLEC1A
ENST00000315366.8,ARSJ
ENST00000315367.4,PLEKHF2
ENST00000315368.7,ANAPC4
ENST00000315392.9,PLXDC1
ENST00000315396.7,CCDC114
ENST00000315409.2,OR11H4
ENST00000315423.12,TNIP2
ENST00000315436.7,WSB2
ENST00000315453.4,OR2A4
ENST00000315456.10,DTNA
ENST00000315467.8,GCSH
ENST00000315475.7,ZNF354C
ENST00000315489.4,ODF3L2
ENST00000315491.12,TUBB3
ENST00000315519.3,OR11H6
ENST00000315520.10,AQP6
ENST00000315543.4,OR4K17
ENST00000315554.13,CDC42
ENST00000315567.13,MRPL1
ENST00000315571.6,LDLRAD3
ENST00000315576.8,ADGRE2
ENST00000315579.10,NCAPD2
ENST00000315580.9,ARL6IP4
ENST00000315596.15,PDS5B
ENST00000315599.12,CD209
ENST00000315616.12,RPUSD2
ENST00000315683.1,OR4L1
ENST00000315691.7,DIPK2A
ENST00000315711.12,CD200
ENST00000315717.10,ARPC2
ENST00000315732.3,LSM10
ENST00000315757.9,ITGA11
ENST00000315758.10,MDH2
ENST00000315765.10,HEPHL1
ENST00000315781.9,SNAP47
ENST00000315792.5,TCIM
ENST00000315796.5,METAP1D
ENST00000315869.8,TFE3
ENST00000315870.10,ING3
ENST00000315872.11,ROCK2
ENST00000315891.10,SLC41A3
ENST00000315915.4,OR4K5
ENST00000315927.8,YOD1
ENST00000315930.11,FGF13
ENST00000315938.4,GDPD4
ENST00000315939.11,WNK1
ENST00000315948.11,LYSMD3
ENST00000315962.9,TRIM55
ENST00000315970.12,OS9
ENST00000315987.6,KCND3
ENST00000315997.5,C16orf89
ENST00000316048.2,SMCO3
ENST00000316052.6,EXOSC4
ENST00000316059.7,ZFP91
ENST00000316073.3,RPTN
ENST00000316077.14,MAP7D3
ENST00000316084.10,RPS4X
ENST00000316097.13,SCAMP4
ENST00000316105.7,PCDHB9
ENST00000316144.6,LCN15
ENST00000316149.8,NDUFAF4
ENST00000316161.6,CYP8B1
ENST00000316163.9,RGS11
ENST00000316169.2,DEFB104B
ENST00000316193.13,CSH1
ENST00000316218.12,PDIA5
ENST00000316219.9,LILRB5
ENST00000316249.3,KCNG2
ENST00000316273.11,BCAT2
ENST00000316300.9,LPA
ENST00000316308.9,CLK4
ENST00000316316.10,MCM9
ENST00000316333.9,UNCX
ENST00000316334.5,LNX2
ENST00000316341.8,SLC12A4
ENST00000316355.10,CCNG2
ENST00000316364.9,SEMA6D
ENST00000316368.2,OR2AE1
ENST00000316375.3,C11orf42
ENST00000316386.10,ICOS
ENST00000316398.5,CCDC89
ENST00000316403.15,CLU
ENST00000316407.9,USF3
ENST00000316412.9,PRAMEF20
ENST00000316423.11,UGDH
ENST00000316428.10,LRRC31
ENST00000316436.4,LSMEM2
ENST00000316448.9,CALR
ENST00000316461.9,TTC9C
ENST00000316470.9,ABHD1
ENST00000316491.13,ZNF720
ENST00000316495.7,ZFAND2A
ENST00000316509.11,VAMP2
ENST00000316519.11,AACS
ENST00000316529.3,OR56B4
ENST00000316534.8,NPHP1
ENST00000316549.11,SLC9A9
ENST00000316554.5,CCDC184
ENST00000316562.8,PANK2
ENST00000316586.9,STK25
ENST00000316594.6,HNRNPH2
ENST00000316610.7,MBLAC2
ENST00000316623.9,FBN1
ENST00000316626.5,GSK3B
ENST00000316637.7,DEF6
ENST00000316649.9,IL20RA
ENST00000316660.6,PMAIP1
ENST00000316694.8,SHMT1
ENST00000316731.12,CCZ1B
ENST00000316737.5,TSPAN16
ENST00000316738.12,EFCAB11
ENST00000316752.11,PUS10
ENST00000316754.8,RHOJ
ENST00000316757.4,APBA3
ENST00000316770.2,OR10Q1
ENST00000316788.12,AP3S1
ENST00000316793.7,OXTR
ENST00000316804.10,GRB2
ENST00000316824.4,ALX1
ENST00000316836.5,PNMA1
ENST00000316843.9,LLGL1
ENST00000316851.11,NCAM1
ENST00000316881.9,TRIM25
ENST00000316891.10,TRIT1
ENST00000316902.12,SLC7A8
ENST00000316937.8,MAP11
ENST00000316939.3,GADD45GIP1
ENST00000316948.8,CACFD1
ENST00000316950.11,ZNF569
ENST00000316963.8,LYPLA1
ENST00000316981.8,PLAG1
ENST00000316997.8,RBM44
ENST00000316999.9,SMAP1
ENST00000317011.8,FOXR1
ENST00000317012.5,ZBED2
ENST00000317025.13,NSD3
ENST00000317037.2,OR52N2
ENST00000317058.8,SGF29
ENST00000317060.3,DAND5
ENST00000317089.10,DNAJA2
ENST00000317096.8,PARL
ENST00000317103.5,VCX2
ENST00000317121.6,OR56B1
ENST00000317135.13,LRCH2
ENST00000317147.10,CNOT1
ENST00000317173.9,MSRA
ENST00000317178.10,ZNF776
ENST00000317201.6,HOXA3
ENST00000317204.11,TOLLIP
ENST00000317216.3,EGR3
ENST00000317243.10,ZNF554
ENST00000317268.7,SEPTIN4
ENST00000317271.2,PVRIG
ENST00000317276.9,PER1
ENST00000317306.8,INSL3
ENST00000317310.5,CD300LG
ENST00000317338.17,SEZ6
ENST00000317357.10,SOBP
ENST00000317361.11,BID
ENST00000317370.13,SLC2A4
ENST00000317376.8,SPOCK2
ENST00000317398.10,ZNF671
ENST00000317402.11,GEN1
ENST00000317446.7,MAMDC4
ENST00000317449.5,LRRN4CL
ENST00000317459.11,TRPT1
ENST00000317479.8,PXMP2
ENST00000317502.11,MTG1
ENST00000317506.8,RANBP10
ENST00000317508.11,PRSS8
ENST00000317534.6,MRPS24
ENST00000317543.12,SLURP2
ENST00000317551.11,CERS5
ENST00000317568.10,FRMD8
ENST00000317578.7,SIX5
ENST00000317582.10,BCL2L13
ENST00000317593.9,S100Z
ENST00000317605.6,MAB21L2
ENST00000317615.11,PSMG2
ENST00000317623.8,PCNX4
ENST00000317633.13,SERF1A
ENST00000317635.5,TMEM11
ENST00000317643.10,SIGLEC7
ENST00000317647.11,NOSTRIN
ENST00000317658.5,CAPZA3
ENST00000317668.8,PROM2
ENST00000317676.2,DEFB124
ENST00000317683.4,FBXO46
ENST00000317716.14,CDHR3
ENST00000317735.6,RRH
ENST00000317746.2,UGT2B17
ENST00000317749.9,DRICH1
ENST00000317775.11,NOS1
ENST00000317799.10,HADHB
ENST00000317802.9,TSPYL6
ENST00000317811.6,FJX1
ENST00000317814.8,HES7
ENST00000317834.4,OR2D3
ENST00000317861.1,OR14C36
ENST00000317868.9,ATG4C
ENST00000317869.6,HNRNPCL1
ENST00000317881.9,SLC25A5
ENST00000317897.5,MAGEF1
ENST00000317900.7,SPAG11B
ENST00000317905.10,RECQL5
ENST00000317907.9,TTC27
ENST00000317931.11,L3MBTL4
ENST00000317943.6,COX14
ENST00000317951.5,NKPD1
ENST00000317965.3,OR2M7
ENST00000317968.9,PDLIM5
ENST00000317987.6,FDCSP
ENST00000317991.9,GRAMD1A
ENST00000317995.5,CA8
ENST00000318003.11,CC2D1A
ENST00000318006.9,VPS39
ENST00000318008.11,LASP1
ENST00000318010.12,GANC
ENST00000318024.8,USH1C
ENST00000318037.3,RNF168
ENST00000318063.10,MICU3
ENST00000318066.7,UBE2N
ENST00000318074.9,SYTL1
ENST00000318080.7,CRAT
ENST00000318109.11,DERL3
ENST00000318121.8,CLSPN
ENST00000318124.3,DEFB103B
ENST00000318129.5,GINS3
ENST00000318130.13,EDEM3
ENST00000318157.3,DEFB4B
ENST00000318158.11,GRHPR
ENST00000318160.5,GREM2
ENST00000318184.9,OVCH1
ENST00000318203.9,ZSCAN4
ENST00000318217.10,MYO1D
ENST00000318222.4,PKD2L1
ENST00000318225.3,C3orf22
ENST00000318238.9,SAMD9L
ENST00000318244.4,OR2AJ1
ENST00000318247.7,RORC
ENST00000318249.9,NBPF3
ENST00000318289.14,TSTD1
ENST00000318312.12,BBS1
ENST00000318315.5,C5orf46
ENST00000318329.6,KRTAP4-8
ENST00000318336.8,FUT6
ENST00000318348.9,GLTP
ENST00000318351.2,HTR3C
ENST00000318357.9,ANKRD23
ENST00000318364.12,MRPL43
ENST00000318388.11,NDUFV2
ENST00000318407.5,BOK
ENST00000318410.12,WASHC5
ENST00000318430.9,TMC8
ENST00000318438.6,SYCN
ENST00000318442.6,ZNF366
ENST00000318443.10,CD276
ENST00000318445.11,SLCO3A1
ENST00000318471.5,PEX7
ENST00000318507.7,CXCR2
ENST00000318522.10,EML4
ENST00000318528.8,ERICH5
ENST00000318579.9,MEOX1
ENST00000318584.10,FKRP
ENST00000318596.8,SLC25A42
ENST00000318602.11,A2M
ENST00000318607.10,PABPC1
ENST00000318627.4,FIBIN
ENST00000318631.7,MAP6D1
ENST00000318636.8,CA5B
ENST00000318663.5,ORAI3
ENST00000318673.6,AC068946.1
ENST00000318683.7,B3GNT3
ENST00000318698.6,ANKFN1
ENST00000318709.9,AVL9
ENST00000318737.8,SHOC1
ENST00000318753.13,LRRC75B
ENST00000318763.7,OR13D1
ENST00000318782.9,PAQR4
ENST00000318789.9,FOXP1
ENST00000318833.4,ZFP3
ENST00000318881.11,SYT9
ENST00000318887.8,C3orf38
ENST00000318911.5,CYC1
ENST00000318950.11,SWAP70
ENST00000318962.9,ALS2CL
ENST00000318967.7,INTS3
ENST00000318978.6,CTXN1
ENST00000319004.6,GEMIN4
ENST00000319006.8,TALDO1
ENST00000319017.5,SLC25A20
ENST00000319023.7,NADSYN1
ENST00000319070.3,WFIKKN1
ENST00000319074.6,C14orf119
ENST00000319080.12,MLXIP
ENST00000319098.7,PSAPL1
ENST00000319119.4,ZBTB34
ENST00000319121.4,KLHL11
ENST00000319153.3,DNAJB8
ENST00000319170.10,RAPH1
ENST00000319172.10,TMEM39A
ENST00000319190.11,TTC7A
ENST00000319211.5,F2R
ENST00000319212.9,DIS3L
ENST00000319234.5,SHISA3
ENST00000319264.4,LURAP1L
ENST00000319273.10,TAC1
ENST00000319283.7,GORASP1
ENST00000319285.5,DCTPP1
ENST00000319286.6,ZNF572
ENST00000319296.10,ZNF771
ENST00000319327.6,SERINC4
ENST00000319331.4,LRRN1
ENST00000319332.10,P3H2
ENST00000319340.7,CHST13
ENST00000319349.10,ETV4
ENST00000319357.6,STK17A
ENST00000319359.8,ELL3
ENST00000319363.10,IL17RA
ENST00000319374.4,ZDHHC22
ENST00000319380.12,UBE2O
ENST00000319397.6,ETS1
ENST00000319410.9,KARS
ENST00000319416.7,TEX35
ENST00000319420.3,SHISA2
ENST00000319441.6,PCK1
ENST00000319481.8,OSBPL1A
ENST00000319540.9,SCD5
ENST00000319550.9,NT5DC1
ENST00000319555.8,ZFPM1
ENST00000319560.7,TMEM31
ENST00000319562.11,FARP1
ENST00000319580.13,ANKDD1A
ENST00000319590.8,KLK12
ENST00000319595.5,HTR1F
ENST00000319622.10,PKM
ENST00000319653.14,FMN2
ENST00000319669.4,TMCO5A
ENST00000319670.13,ARHGEF18
ENST00000319675.5,DCAF4L2
ENST00000319694.3,PRR15
ENST00000319715.10,RBBP6
ENST00000319720.11,KLK11
ENST00000319725.10,FUBP3
ENST00000319760.8,OR4A5
ENST00000319778.11,EPC1
ENST00000319813.3,OR4C5
ENST00000319836.7,MARCH8
ENST00000319838.10,GPR35
ENST00000319854.7,SHROOM1
ENST00000319856.5,OR4C3
ENST00000319863.13,GATD1
ENST00000319928.7,MOB3C
ENST00000319933.7,C5orf30
ENST00000319942.8,RABGGTB
ENST00000319974.6,C2orf69
ENST00000319977.8,C17orf53
ENST00000319988.1,OR4S1
ENST00000320002.3,OR2G3
ENST00000320005.5,CNGB3
ENST00000320027.10,HSPH1
ENST00000320031.13,ITGA3
ENST00000320033.5,ARL4D
ENST00000320048.1,OR4X1
ENST00000320065.1,OR2G2
ENST00000320078.12,PSG11
ENST00000320081.10,CLIP4
ENST00000320095.12,METRNL
ENST00000320129.7,ZNF454
ENST00000320152.11,PRTFDC1
ENST00000320172.11,TENT5A
ENST00000320185.6,FGF8
ENST00000320201.8,PITPNM2
ENST00000320203.8,RBPMS
ENST00000320211.10,ATRIP
ENST00000320225.10,RNPS1
ENST00000320239.11,TFEC
ENST00000320241.4,FOXL1
ENST00000320248.4,KBTBD11
ENST00000320254.5,LRRC37A
ENST00000320256.5,ASPRV1
ENST00000320270.4,RRS1
ENST00000320285.9,AGPAT4
ENST00000320295.12,HYAL1
ENST00000320301.10,PCDH15
ENST00000320316.8,PHF23
ENST00000320330.8,PAGR1
ENST00000320334.5,OLFML3
ENST00000320356.6,EZH2
ENST00000320370.11,ITPRID2
