celltype,p,coefs,ctd_level,branch,fdr
Fetus_Erythroid_cell,0.1005,-0.000552579616532133,3,Haplorhine,0.235132075471698
Fetus_Intermediated_cell,0.102,0.000574231138693194,3,Primate,0.237086142322097
Adult_Erythroid_cell,0.1021,-0.000725630509117685,3,Homo-Pan,0.237086142322097
Adult_Fetal_epithelial_progenitor,0.1065,-0.00152157363442876,3,Haplorhine,0.246380597014925
Adult_Sinusoidal_endothelial_cell,0.1069,-0.00118669894496787,3,Great Ape,0.246386617100372
Adult_Proximal_tubule_progenitor,0.1077,0.00121437415042078,3,Primate,0.247311111111111
Fetus_Fetal_epithelial_progenitor,0.1083,0.000498838807067932,3,Human,0.247771217712177
Fetus_hESC,0.1113,-0.00118455053801555,3,Great Ape,0.253698529411765
Fetus_Fetal_chondrocyte,0.1119,0.000772046565946266,3,Haplorhine,0.254131868131868
Fetus_Enterocyte_progenitor,0.1136,0.000839986494804154,3,Haplorhine,0.255333333333333
Fetus_Goblet_cell,0.1142,0.000559600581913982,3,Primate,0.255333333333333
HESC_hESC,0.1142,-0.000737792856342354,3,Great Ape,0.255333333333333
Adult_Basal_cell,0.1143,-0.00108338722454345,3,Human,0.255333333333333
Fetus_Sinusoidal_endothelial_cell,0.1145,-0.00162250531026384,3,Homo-Pan,0.255333333333333
Adult_Ureteric_bud_cell,0.1149,-0.000865582958508022,3,Great Ape,0.255333333333333
Fetus_Stratified_epithelial_cell,0.1169,-0.00100041067784912,3,Haplorhine,0.25885
Adult_Stratified_epithelial_cell,0.1182,-0.00143146029047374,3,Homo-Pan,0.260797153024911
Adult_Fetal_acinar_cell,0.1194,-0.00114392476037168,3,Great Ape,0.262510638297872
Adult_Enterocyte_progenitor,0.1204,-0.000807104883572378,3,Homo-Pan,0.263773851590106
Fetus_Fetal_stromal_cell,0.1251,0.000589141150669503,3,Homo-Pan,0.273105633802817
Adult_Proliferating_T_cell,0.1279,-0.000828996321306709,3,Great Ape,0.278238596491228
Adult_Kidney_intercalated_cell,0.1331,0.0012438498062449,3,Homo-Pan,0.288397212543554
Fetus_Epithelial_cell,0.1335,-0.00124584522945009,3,Great Ape,0.288397212543554
Fetus_Epithelial_cell,0.1362,-0.00103863414719405,3,Human,0.293208333333333
