celltype,p,coefs,ctd_level,branch,fdr
Fetus_Enterocyte_progenitor,0.1217,-0.00336453205496882,3,Human,0.405759162303665
Adult_Neutrophil,0.122,0.00198140670056663,3,Haplorhine,0.405759162303665
HESC_Fetal_epithelial_progenitor,0.1223,-0.0031485889408687,3,Human,0.405759162303665
Adult_Fetal_neuron,0.1224,-0.00610033759724757,3,Human,0.405759162303665
Adult_Dendritic_cell,0.1234,0.00115440110744424,3,Primate,0.405759162303665
Adult_Fetal_chondrocyte,0.1249,0.00537180341221208,3,Homo-Pan,0.405759162303665
Fetus_Dendritic_cell,0.1249,0.000944891864588278,3,Haplorhine,0.405759162303665
Fetus_Basal_cell,0.125,-0.00516429136170641,3,Homo-Pan,0.405759162303665
Adult_Sinusoidal_endothelial_cell,0.1262,0.00401680173557996,3,Human,0.407292307692308
HESC_hESC,0.128,-0.00371314855331315,3,Homo-Pan,0.407292307692308
Fetus_CB_CD34+,0.128,0.00171950284361184,3,Human,0.407292307692308
Fetus_Erythroid_cell,0.1281,0.00208660064770924,3,Great Ape,0.407292307692308
Fetus_Mast_cell,0.1288,-0.00294305642341199,3,Human,0.407428571428571
Adult_B_cell,0.1298,-0.00355077136664986,3,Homo-Pan,0.408507614213198
Adult_Endothelial_cell,0.1313,-0.00138739705602751,3,Primate,0.411141414141414
Adult_Goblet_cell,0.1322,-0.00393623577298631,3,Great Ape,0.411879396984925
Fetus_Myeloid_cell,0.134,0.00448650334221529,3,Homo-Pan,0.413641791044776
Adult_Fetal_Neuron,0.1341,-0.00243063657670349,3,Primate,0.413641791044776
Fetus_Fetal_skeletal_muscle_cell,0.1368,-0.00365955459595561,3,Great Ape,0.416957345971564
Fetus_Pancreas_exocrine_cell,0.1376,0.00309084126954513,3,Human,0.416957345971564
Fetus_Ventricle_cardiomyocyte,0.1384,0.00599328067205629,3,Homo-Pan,0.416957345971564
Adult_Loop_of_Henle,0.139,-0.00296097760388919,3,Great Ape,0.416957345971564
Adult_hESC,0.1399,-0.00333145845120195,3,Human,0.416957345971564
Adult_Pancreas_exocrine_cell,0.1404,-0.00363023803053485,3,Human,0.416957345971564
Adult_Chondrocyte,0.141,0.00181788465910276,3,Primate,0.416957345971564
Adult_Astrocyte,0.1412,-0.00584527122465433,3,Human,0.416957345971564
Adult_Smooth_muscle_cell,0.1413,-0.00333217747028837,3,Great Ape,0.416957345971564
Adult_Intermediated_cell,0.1419,-0.00462937933617134,3,Homo-Pan,0.416957345971564
Fetus_B_cell_(Plasmocyte),0.1435,-0.00328472344640917,3,Homo-Pan,0.419669811320755
Adult_Gastric_endocrine_cell,0.1449,-0.00451654514407374,3,Great Ape,0.420093457943925
Fetus_Fetal_neuron,0.145,-0.00683570990696584,3,Homo-Pan,0.420093457943925
Fetus_Monocyte,0.1476,0.00166231566019318,3,Great Ape,0.424814814814815
HESC_Primordial_germ_cell,0.148,-0.0030882356819108,3,Great Ape,0.424814814814815
Fetus_Goblet_cell,0.1489,-0.00303422893540499,3,Homo-Pan,0.425428571428571
HESC_hESC,0.1502,-0.00169042909708748,3,Haplorhine,0.425533039647577
